Month;Age;Occupation;Annual_Income;Monthly_Inhand_Salary;Num_Bank_Accounts;Num_Credit_Card;Interest_Rate;NumofLoan;Type_of_Loan;Delay_from_due_date;NumofDelayedPayment;ChangedCreditLimit;Num_Credit_Inquiries;CreditMix;Outstanding_Debt;Credit_Utilization_Ratio;Credit_History_Age;Payment_of_Min_Amount;Total_EMI_per_month;Amount_invested_monthly;Monthly_Balance;Credit_Score
April;27;_______;14165.23;1057.435833;7;10;33;9;Credit-Builder Loan, Personal Loan, Credit-Builder Loan, Mortgage Loan, Personal Loan, Payday Loan, Payday Loan, Payday Loan, and Student Loan;59;24;8.82;11;Bad;2797.17;31.87826486;14 Years and 2 Months;Yes;58.86844084;95.67488196;241.2002605;Standard
May;27;Architect;14165.23;1057.435833;7;10;33;9;Credit-Builder Loan, Personal Loan, Credit-Builder Loan, Mortgage Loan, Personal Loan, Payday Loan, Payday Loan, Payday Loan, and Student Loan;59;24;8.82;11;Bad;2797.17;27.64251073;14 Years and 3 Months;Yes;58.86844084;105.7567546;221.1183879;Poor
June;27;Architect;14165.23;1057.435833;7;10;33;9;Credit-Builder Loan, Personal Loan, Credit-Builder Loan, Mortgage Loan, Personal Loan, Payday Loan, Payday Loan, Payday Loan, and Student Loan;55;24;8.82;11;Bad;2797.17;30.73296021;14 Years and 4 Months;Yes;58.86844084;53.85988289;283.0152596;Poor
July;27;Architect;14165.23;1057.435833;7;10;33;9;Credit-Builder Loan, Personal Loan, Credit-Builder Loan, Mortgage Loan, Personal Loan, Payday Loan, Payday Loan, Payday Loan, and Student Loan;59;24;8.82;11;Bad;2797.17;32.4729893;14 Years and 5 Months;Yes;58.86844084;45.62644682;281.2486957;Poor
August;27;_______;14165.23;1057.435833;7;10;33;9;Credit-Builder Loan, Personal Loan, Credit-Builder Loan, Mortgage Loan, Personal Loan, Payday Loan, Payday Loan, Payday Loan, and Student Loan;61;26;8.82;11;;2797.17;35.20144548;14 Years and 6 Months;NM;58.86844084;133.8825777;202.9925648;Standard
January;30;Teacher;87215.68;7489.973333;2;6;8;2;Auto Loan, and Payday Loan;2;;10.98;0;Good;680.77;35.12551976;20 Years and 8 Months;No;121.6820167;10000;333.2919819;Good
February;30;Teacher;87215.68;7489.973333;2;6;8;2;Auto Loan, and Payday Loan;6;6;10.98;0;;680.77;26.78610224;20 Years and 9 Months;No;121.6820167;106.9503614;760.3649552;Standard
March;30;Teacher;87215.68;7489.973333;2;6;8;2;Auto Loan, and Payday Loan;3;;;0;Good;680.77;31.30850875;20 Years and 10 Months;No;121.6820167;90.98095529;776.3343613;Good
April;30;Teacher;2709655;7489.973333;2;6;8;2;Auto Loan, and Payday Loan;2;;10.98;0;Good;680.77;26.44728156;20 Years and 11 Months;No;121.6820167;264.2066739;653.1086427;Standard
May;30;Teacher;87215.68;7489.973333;2;6;8;2;Auto Loan, and Payday Loan;2;5;10.98;0;Good;680.77;33.9600344;21 Years and 0 Months;No;121.6820167;799.3743611;117.9409555;Good
June;30;_______;87215.68;7489.973333;2;6;8;2;Auto Loan, and Payday Loan;6;4;9.98;0;Good;680.77;28.92882975;21 Years and 1 Months;No;10292;173.0943692;694.2209474;Good
July;30;Teacher;87215.68;7489.973333;2;6;8;2;Auto Loan, and Payday Loan;2;5;10.98;0;Good;680.77;30.48381722;21 Years and 2 Months;No;121.6820167;169.1108856;698.204431;Good
August;30;Teacher;87215.68;7489.973333;2;6;8;2;Auto Loan, and Payday Loan;2;8;10.98;0;Good;680.77;35.62288337;21 Years and 3 Months;NM;19734;304.2028104;573.1125062;Good
January;43;Lawyer;81842.28;;10;9;25;9;Student Loan, Auto Loan, Personal Loan, Auto Loan, Credit-Builder Loan, Payday Loan, Home Equity Loan, Auto Loan, and Personal Loan;20;19;16.25;9;Bad;3053.16;39.43016631;0 Years and 4 Months;NM;574.0657979;162.5887242;194.364478;Standard
February;43;Lawyer;81842.28;6810.19;10;9;25;9;Student Loan, Auto Loan, Personal Loan, Auto Loan, Credit-Builder Loan, Payday Loan, Home Equity Loan, Auto Loan, and Personal Loan;20;16;16.25;9;;3053.16;26.05088484;0 Years and 5 Months;Yes;574.0657979;152.7337662;204.2194359;Standard
March;43;Lawyer;81842.28;6810.19;10;9;25;9;Student Loan, Auto Loan, Personal Loan, Auto Loan, Credit-Builder Loan, Payday Loan, Home Equity Loan, Auto Loan, and Personal Loan;20;19;16.25;9;Bad;3053.16;24.07007993;0 Years and 6 Months;Yes;574.0657979;192.4731148;174.4800873;Standard
April;43;Lawyer;81842.28;6810.19;10;9;25;9;Student Loan, Auto Loan, Personal Loan, Auto Loan, Credit-Builder Loan, Payday Loan, Home Equity Loan, Auto Loan, and Personal Loan;20;16;14.25;9;Bad;3053.16;27.92660965;NA;Yes;574.0657979;332.9131245;34.04007764;Standard
May;43;Lawyer;81842.28;;10;9;25;9;Student Loan, Auto Loan, Personal Loan, Auto Loan, Credit-Builder Loan, Payday Loan, Home Equity Loan, Auto Loan, and Personal Loan;20;17;16.25;11;Bad;3053.16;31.3174328;0 Years and 8 Months;Yes;574.0657979;447.8485782;;Standard
June;43;Lawyer;81842.28;6810.19;10;9;25;9;Student Loan, Auto Loan, Personal Loan, Auto Loan, Credit-Builder Loan, Payday Loan, Home Equity Loan, Auto Loan, and Personal Loan;20;19;16.25;11;Bad;3053.16;28.64312875;0 Years and 9 Months;Yes;574.0657979;165.0734558;181.8797463;Standard
July;43;Lawyer;81842.28;6810.19;10;9;25;9;Student Loan, Auto Loan, Personal Loan, Auto Loan, Credit-Builder Loan, Payday Loan, Home Equity Loan, Auto Loan, and Personal Loan;20;19;10.25;11;Bad;3053.16;24.5572184;0 Years and 10 Months;Yes;574.0657979;201.9026213;185.0505808;Standard
August;43;Lawyer;81842.28;;10;9;25;9;Student Loan, Auto Loan, Personal Loan, Auto Loan, Credit-Builder Loan, Payday Loan, Home Equity Loan, Auto Loan, and Personal Loan;20;16;16.25;11;Bad;3053.16;30.56175048;NA;NM;574.0657979;79.38081205;267.5723901;Standard
January;38;Doctor;95956.5;8279.375;8;4;11;-100;Personal Loan, and Student Loan;18;10;11.94;2;Standard;1079.73;33.77692753;31 Years and 7 Months;No;95.52162878;;884.9056903;Standard
February;38;Doctor;95956.5;8279.375;8;4;11;2;Personal Loan, and Student Loan;23;10;11.94;2;Standard;1079.73;35.74006715;31 Years and 8 Months;NM;95.52162878;265.3115234;717.1043479;Standard
March;38;Doctor;95956.5;8279.375;8;4;11;2;Personal Loan, and Student Loan;23;10;11.94;2;;1079.73;42.13760293;31 Years and 9 Months;NM;95.52162878;377.3584081;635.0574631;Standard
April;38;Doctor;95956.5;8279.375;8;4;11;2;Personal Loan, and Student Loan;28;;13.94;2;Standard;1079.73;28.06838239;31 Years and 10 Months;No;95.52162878;623.4087219;389.0071493;Good
May;38;Doctor;95956.5;8279.375;8;4;11;2;Personal Loan, and Student Loan;22;13;11.94;2;Standard;1079.73;37.20726208;31 Years and 11 Months;No;95.52162878;517.8021721;474.6136991;Standard
June;38;Doctor;95956.5;8279.375;8;4;11;2;Personal Loan, and Student Loan;23;;11.94;2;Standard;1079.73;24.97857316;32 Years and 0 Months;No;95.52162878;761.0455291;251.3703422;Good
July;38;Doctor;95956.5;8279.375;8;4;11;2;Personal Loan, and Student Loan;23;10;11.94;2;Standard;1079.73;28.32191417;32 Years and 1 Months;NM;95.52162878;777.6020727;234.8137985;Good
August;38;Doctor;95956.5;8279.375;8;4;11;2;Personal Loan, and Student Loan;23;;11.94;2;Standard;1079.73;41.341414;32 Years and 2 Months;NM;95.52162878;552.1106828;450.3051884;Good
January;25;Manager;49967.01;4091.9175;7;6;31;6;Auto Loan, Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Student Loan;27;11;19.87;11;Standard;2253.95;28.87573769;16 Years and 10 Months;Yes;156.0033117;66.93199535;426.256443;Poor
February;25;_______;49967.01;;7;6;31;6;Auto Loan, Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Student Loan;27;11;19.87;11;Standard;2253.95;23.11502218;16 Years and 11 Months;Yes;156.0033117;132.2857313;390.9027071;Poor
March;26;Manager;49967.01;4091.9175;7;6;31;6;Auto Loan, Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Student Loan;27;11;19.87;11;Standard;2253.95;38.57921381;17 Years and 0 Months;Yes;156.0033117;80.27846003;422.9099783;Poor
April;26;Manager;49967.01;4091.9175;7;6;31;6;Auto Loan, Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Student Loan;27;11;19.87;11;Standard;2253.95;22.84117831;17 Years and 1 Months;Yes;156.0033117;373.1685164;160.019922;Poor
May;26;_______;49967.01;4091.9175;7;6;31;6;Auto Loan, Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Student Loan;27;11;19.87;11;;2253.95;33.91270307;17 Years and 2 Months;NM;156.0033117;192.9207713;350.267667;Poor
June;26;Manager;49967.01;4091.9175;6;5;31;6;Auto Loan, Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Student Loan;27;14;24.87;11;Standard;2253.95;37.33034027;17 Years and 3 Months;Yes;156.0033117;;436.3089192;Poor
July;26;Manager;49967.01;4091.9175;6;5;31;6;Auto Loan, Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Student Loan;27;10;16.87;12;;2253.95;33.17055465;17 Years and 4 Months;Yes;156.0033117;59.49541612;443.6930222;Poor
August;3052;Manager;49967.01;4091.9175;6;5;31;6;Auto Loan, Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Student Loan;27;11;19.87;12;Standard;2253.95;31.5207818;17 Years and 5 Months;Yes;156.0033117;116.361294;386.8271444;Poor
January;14;Developer;39887.22;3224.935;9;9;16;5;Not Specified, Student Loan, Auto Loan, Home Equity Loan, and Mortgage Loan;57;21;17.25;10;Bad;3119.6;30.18805936;12 Years and 5 Months;Yes;133.4708452;198.9967508;270.025904;Poor
February;14;Developer;39887.22;3224.935;9;9;16;5;Not Specified, Student Loan, Auto Loan, Home Equity Loan, and Mortgage Loan;59;3104;11.25;;;3119.6;26.11222201;12 Years and 6 Months;Yes;133.4708452;153.2707254;295.7519293;Poor
March;14;Developer;39887.22;3224.935;9;9;16;5;Not Specified, Student Loan, Auto Loan, Home Equity Loan, and Mortgage Loan;57;19;17.25;14;;3119.6;38.23896598;12 Years and 7 Months;Yes;133.4708452;319.4923738;159.5302809;Poor
April;14;Developer;39887.22;3224.935;9;9;16;5;Not Specified, Student Loan, Auto Loan, Home Equity Loan, and Mortgage Loan;52;;17.25;14;Bad;3119.6;37.08960444;12 Years and 8 Months;NM;133.4708452;;176.9314779;Poor
May;14;Developer;39887.22;3224.935;9;9;16;5;Not Specified, Student Loan, Auto Loan, Home Equity Loan, and Mortgage Loan;54;19;17.25;14;Bad;3119.6;36.97060762;12 Years and 9 Months;Yes;133.4708452;96.09548178;342.927173;Poor
June;14;Developer;39887.22;3224.935;9;9;16;5;Not Specified, Student Loan, Auto Loan, Home Equity Loan, and Mortgage Loan;57;18;17.25;14;;3119.6;31.24846249;12 Years and 10 Months;Yes;133.4708452;123.9598696;315.0627851;Poor
July;14;Developer;39887.22;3224.935;9;9;16;5;Not Specified, Student Loan, Auto Loan, Home Equity Loan, and Mortgage Loan;57;19;17.25;14;Bad;3119.6;24.14813227;12 Years and 11 Months;Yes;133.4708452;111.6678075;337.3548473;Poor
August;14;Developer;39887.22;3224.935;9;9;16;-100;Not Specified, Student Loan, Auto Loan, Home Equity Loan, and Mortgage Loan;57;22;17.25;14;Bad;3119.6;34.97086572;13 Years and 0 Months;NM;133.4708452;145.9405486;303.0821062;Standard
January;43;Developer;14129.76;1012.48;8;5;21;8;Student Loan, Payday Loan, Personal Loan, Not Specified, Mortgage Loan, Student Loan, Debt Consolidation Loan, and Debt Consolidation Loan;62;17;5.51;6;Bad;4071.62;36.1372924;12 Years and 7 Months;Yes;81.71265501;124.4459203;185.0894247;Poor
February;44;Developer;14129.76;1012.48;8;5;21;8;Student Loan, Payday Loan, Personal Loan, Not Specified, Mortgage Loan, Student Loan, Debt Consolidation Loan, and Debt Consolidation Loan;62;18;5.51;6;;4071.62;28.13414922;12 Years and 8 Months;NM;81.71265501;31.28654276;268.2488022;Poor
March;44;Developer;14129.76;1012.48;8;5;21;8;Student Loan, Payday Loan, Personal Loan, Not Specified, Mortgage Loan, Student Loan, Debt Consolidation Loan, and Debt Consolidation Loan;65;;5.51;6;;4071.62;39.16106265;12 Years and 9 Months;Yes;81.71265501;112.3614498;197.1738952;Poor
April;44;Developer;14129.76;;8;5;21;8;Student Loan, Payday Loan, Personal Loan, Not Specified, Mortgage Loan, Student Loan, Debt Consolidation Loan, and Debt Consolidation Loan;62;21;5.51;6;;4071.62;33.11102175;12 Years and 10 Months;Yes;81.71265501;24.67934851;244.8559965;Poor
May;44;Developer;2592822;1012.48;8;5;21;8;Student Loan, Payday Loan, Personal Loan, Not Specified, Mortgage Loan, Student Loan, Debt Consolidation Loan, and Debt Consolidation Loan;62;21;12.51;6;Bad;4071.62;26.42915211;NA;Yes;81.71265501;;179.1095355;Poor
June;44;Developer;14129.76;1012.48;8;5;21;8;Student Loan, Payday Loan, Personal Loan, Not Specified, Mortgage Loan, Student Loan, Debt Consolidation Loan, and Debt Consolidation Loan;62;18;5.51;6;;4071.62;29.81521347;13 Years and 0 Months;Yes;81.71265501;47.31078336;252.2245616;Poor
July;44;Developer;14129.76;;8;5;21;8;Student Loan, Payday Loan, Personal Loan, Not Specified, Mortgage Loan, Student Loan, Debt Consolidation Loan, and Debt Consolidation Loan;64;;-1.49;6;Bad;4071.62;37.09478339;13 Years and 1 Months;Yes;70.97506655;105.3029678;204.2323772;Poor
August;44;Developer;14129.76;1023.217588;8;5;21;8;Student Loan, Payday Loan, Personal Loan, Not Specified, Mortgage Loan, Student Loan, Debt Consolidation Loan, and Debt Consolidation Loan;62;18;5.51;6;Bad;4071.62;35.66937314;13 Years and 2 Months;NM;70.97506655;33.37622926;236.1591157;Poor
January;42;Developer;123732.32;10416.02667;4;3;11;0;;15;8;11.92;3;Good;1154.46;43.36806475;27 Years and 3 Months;No;0;;940.3944828;Good
February;42;_______;123732.32;10416.02667;4;3;11;0;;15;8;11.92;3;Good;1154.46;31.13019514;27 Years and 4 Months;No;0;10000;1157.857522;Good
March;43;Developer;123732.32;10416.02667;4;3;11;0;;15;8;12.92;3;Good;1154.46;32.68645906;27 Years and 5 Months;No;0;874.7145585;446.8881082;Standard
April;43;Developer;123732.32;10416.02667;4;3;11;-100;;15;8;11.92;3;Good;1154.46;38.99063467;27 Years and 6 Months;No;0;532.1607307;789.4419359;Standard
May;43;Developer;123732.32;10416.02667;4;3;11;0;;15;;11.92;3;Good;1154.46;36.64159184;27 Years and 7 Months;No;0;129.1812728;1162.421394;Standard
June;43;Developer;123732.32;10416.02667;4;3;11;0;;15;8;11.92;3;;1154.46;31.24192774;27 Years and 8 Months;No;0;96.70297297;1184.899694;Standard
July;43;_______;123732.32;10416.02667;4;3;11;0;;18;8;13.92;3;Good;1154.46;31.11476599;27 Years and 9 Months;No;0;170.8514935;1120.751173;Standard
August;43;Developer;123732.32;10416.02667;4;3;11;0;;15;8;8.92;;Good;1154.46;26.26810601;27 Years and 10 Months;No;0;589.8279399;731.7747268;Standard
January;36;Writer;17251.38;1654.615;6;514;7;7;Personal Loan, Student Loan, Home Equity Loan, Not Specified, Home Equity Loan, Home Equity Loan, and Mortgage Loan;8;13;15.06;6;;2431.64;29.41972183;11 Years and 4 Months;Yes;57.35116519;;273.3735401;Standard
February;36;Writer;17251.38;1654.615;6;3;7;7;Personal Loan, Student Loan, Home Equity Loan, Not Specified, Home Equity Loan, Home Equity Loan, and Mortgage Loan;8;15;15.06;6;Standard;2431.64;37.22594439;11 Years and 5 Months;NM;57.35116519;26.59867398;321.5116608;Standard
March;37;Writer;17251.38;1654.615;6;3;7;7;Personal Loan, Student Loan, Home Equity Loan, Not Specified, Home Equity Loan, Home Equity Loan, and Mortgage Loan;5;12;15.06;6;Standard;2431.64;27.59559906;11 Years and 6 Months;Yes;57.35116519;132.443901;245.6664338;Standard
April;37;Writer;17251.38;1654.615;6;3;7;7;Personal Loan, Student Loan, Home Equity Loan, Not Specified, Home Equity Loan, Home Equity Loan, and Mortgage Loan;10;15;15.06;6;Standard;2431.64;28.12269302;11 Years and 7 Months;Yes;57.35116519;169.3026601;228.8076747;Standard
May;37;Writer;17251.38;1654.615;6;3;7;7;Personal Loan, Student Loan, Home Equity Loan, Not Specified, Home Equity Loan, Home Equity Loan, and Mortgage Loan;8;15;15.06;10;Standard;2431.64;33.91486539;11 Years and 8 Months;Yes;57.35116519;71.9105158;296.199819;Standard
June;37;_______;17251.38;1654.615;6;3;7;7;Personal Loan, Student Loan, Home Equity Loan, Not Specified, Home Equity Loan, Home Equity Loan, and Mortgage Loan;5;15;15.06;10;Standard;2431.64;32.70581751;11 Years and 9 Months;Yes;57.35116519;54.07668314;334.0336517;Standard
July;37;Writer;17251.38;1654.615;6;3;7;7;Personal Loan, Student Loan, Home Equity Loan, Not Specified, Home Equity Loan, Home Equity Loan, and Mortgage Loan;8;15;15.06;;Standard;2431.64;31.30660977;11 Years and 10 Months;Yes;57.35116519;93.28420494;304.8261299;Standard
August;37;Writer;17251.38;;6;3;7;7;Personal Loan, Student Loan, Home Equity Loan, Not Specified, Home Equity Loan, Home Equity Loan, and Mortgage Loan;3;15;15.06;10;Standard;2431.64;32.94484421;NA;Yes;57.35116519;23.47260473;324.6377301;Standard
January;22;Entrepreneur;36822.29;3132.524167;8;7;6;4;Not Specified, Personal Loan, Credit-Builder Loan, and Home Equity Loan;14;19;5.79;4;Standard;125.25;26.61287178;NA;No;81441;121.4083759;386.0433278;Standard
February;22;Entrepreneur;36822.29;3132.524167;8;7;6;4;Not Specified, Personal Loan, Credit-Builder Loan, and Home Equity Loan;14;19;5.79;4;Standard;125.25;23.33674451;24 Years and 9 Months;No;95.80071292;259.7908045;227.6608993;Standard
March;23;Entrepreneur;36822.29;3132.524167;8;7;6;4;Not Specified, Personal Loan, Credit-Builder Loan, and Home Equity Loan;14;17;5.79;5;;125.25;29.24844181;24 Years and 10 Months;No;95.80071292;132.9440996;354.5076041;Standard
April;23;Entrepreneur;36822.29;3132.524167;8;7;6;4;Not Specified, Personal Loan, Credit-Builder Loan, and Home Equity Loan;14;19;5.79;5;Standard;125.25;35.08033049;24 Years and 11 Months;No;95.80071292;73.93253934;383.5191644;Good
May;5342;Entrepreneur;36822.29;;8;7;6;4;Not Specified, Personal Loan, Credit-Builder Loan, and Home Equity Loan;14;19;5.79;5;;125.25;28.3106512;25 Years and 0 Months;No;95.80071292;114.4824364;352.9692673;Good
June;23;_______;36822.29;3132.524167;8;7;6;4;Not Specified, Personal Loan, Credit-Builder Loan, and Home Equity Loan;16;18;5.79;5;Standard;125.25;39.64980173;25 Years and 1 Months;No;95.80071292;38.11405466;429.3376491;Good
July;23;Entrepreneur;36822.29;3132.524167;8;7;6;4;Not Specified, Personal Loan, Credit-Builder Loan, and Home Equity Loan;14;20;5.79;5;;125.25;34.63833719;25 Years and 2 Months;No;95.80071292;41.52981324;425.9218905;Good
August;23;Entrepreneur;36822.29;3132.524167;8;7;6;4;Not Specified, Personal Loan, Credit-Builder Loan, and Home Equity Loan;15;19;5.79;5;Standard;125.25;39.05658586;25 Years and 3 Months;No;95.80071292;251.9834114;245.4682923;Good
January;25;Doctor;80108.31;6866.6925;5;3;17;0;;25;19;21.22;1;Standard;997.28;38.73267646;17 Years and 7 Months;Yes;0;107.0656525;829.6035975;Standard
February;25;Doctor;80108.31;6866.6925;5;3;17;-100;;28;19;14.22;1;Standard;997.28;26.17314465;17 Years and 8 Months;Yes;0;52.18981024;874.4794398;Standard
March;25;Doctor;80108.31;6866.6925;5;3;17;0;;25;16;14.22;1;Standard;997.28;26.72857312;17 Years and 9 Months;Yes;0;549.0992911;407.5699589;Standard
April;25;_______;80108.31;6866.6925;5;3;17;0;;20;21;14.22;1;Standard;997.28;39.91463675;17 Years and 10 Months;Yes;0;123.1885231;803.4807269;Standard
May;25;Doctor;80108.31;6866.6925;5;3;17;0;;25;19;14.22;1;;997.28;32.94802192;17 Years and 11 Months;Yes;0;341.3768772;625.2923728;Standard
June;25;Doctor;80108.31;6866.6925;5;3;17;0;;25;;14.22;1;;997.28;32.40424137;18 Years and 0 Months;Yes;0;228.0964591;708.5727909;Standard
July;25;Doctor;80108.31;;5;3;17;0;;25;19;14.22;4;Standard;997.28;39.36288149;18 Years and 1 Months;Yes;0;127.2650164;799.4042336;Standard
August;25;Doctor;80108.31;6866.6925;5;3;17;0;;25;19;14.22;4;Standard;997.28;28.12327833;18 Years and 2 Months;Yes;0;127.886289;808.782961;Standard
January;20;Scientist;69977.6;5978.466667;10;7;20;9;Auto Loan, Personal Loan, Mortgage Loan, Auto Loan, Student Loan, Auto Loan, Mortgage Loan, Student Loan, and Auto Loan;49;18;6.81;11;;3042.36;37.2171993;12 Years and 8 Months;Yes;485.750431;405.1493636;;Standard
February;20;Scientist;69977.6;5978.466667;10;7;20;9;Auto Loan, Personal Loan, Mortgage Loan, Auto Loan, Student Loan, Auto Loan, Mortgage Loan, Student Loan, and Auto Loan;49;18;6.81;11;Bad;3042.36;30.46783632;12 Years and 9 Months;Yes;485.750431;470.8372043;;Poor
March;20;Scientist;69977.6;5978.466667;10;7;20;9;Auto Loan, Personal Loan, Mortgage Loan, Auto Loan, Student Loan, Auto Loan, Mortgage Loan, Student Loan, and Auto Loan;49;18;6.81;11;Bad;3042.36;35.60710564;12 Years and 10 Months;Yes;485.750431;177.9055932;214.1906424;Standard
April;20;_______;69977.6;;10;7;20;9;Auto Loan, Personal Loan, Mortgage Loan, Auto Loan, Student Loan, Auto Loan, Mortgage Loan, Student Loan, and Auto Loan;49;18;6.81;11;;3042.36;23.84176883;NA;Yes;485.750431;250.7661703;141.3300654;Poor
